date,CCAA,confirmed,deceased,hospitalized,intensive_care
2021-03-03,Extremadura,68594,1723,5558,484
2021-03-03,Madrid,603162,15099,83228,6986
2021-03-03,Melilla,7045,72,497,76
2021-03-03,Murcia,106987,1524,8441,1085
2021-03-03,Navarra,71536,1466,7767,747
2021-03-03,País Vasco,153728,3837,14941,1389
2021-03-03,La Rioja,27331,728,3105,335
2021-03-04,Andalucía,478515,8939,39048,4123
2021-03-04,Aragón,103854,3164,11229,1056
2021-03-04,Asturias,44264,1843,7453,609
2021-03-04,Baleares,56434,816,4393,696
2021-03-04,Canarias,41081,614,4204,815
2021-03-04,Cantabria,24939,524,2652,354
2021-03-04,Castilla La Mancha,173869,5776,22968,1756
2021-03-04,Castilla y León,201436,6429,24679,1928
2021-03-04,Cataluña,515191,13728,37466,3165
2021-03-04,Ceuta,4729,87,274,37
2021-03-04,Galicia,113305,2258,12200,1622
2021-03-04,Valenciana,383782,7203,34544,3349
2021-03-04,Extremadura,68617,1723,5559,484
2021-03-04,Madrid,604488,15125,83337,7001
2021-03-04,Melilla,7082,72,500,76
2021-03-04,Murcia,107095,1526,8450,1086
2021-03-04,Navarra,71624,1468,7772,747
2021-03-04,País Vasco,154035,3842,14984,1392
2021-03-04,La Rioja,27356,729,3111,336
2021-03-05,Andalucía,479507,8965,39126,4134
2021-03-05,Aragón,103995,3166,11245,1056
2021-03-05,Asturias,44406,1849,7470,609
2021-03-05,Baleares,56490,817,4400,699
2021-03-05,Canarias,41264,618,4223,821
2021-03-05,Cantabria,24965,529,2662,357
2021-03-05,Castilla La Mancha,174034,5780,22988,1757
2021-03-05,Castilla y León,201661,6434,24719,1931
2021-03-05,Cataluña,516548,13749,37533,3170
2021-03-05,Ceuta,4738,87,276,38
2021-03-05,Galicia,113469,2264,12224,1625
2021-03-05,Valenciana,384006,7211,34562,3353
2021-03-05,Extremadura,68648,1725,5561,484
2021-03-05,Madrid,606069,15149,83501,7023
2021-03-05,Melilla,7121,72,503,78
2021-03-05,Murcia,107173,1532,8456,1088
2021-03-05,Navarra,71699,1468,7777,748
2021-03-05,País Vasco,154294,3854,15018,1393
2021-03-05,La Rioja,27369,730,3111,336
2021-03-06,Andalucía,480059,8993,39189,4147
2021-03-06,Aragón,104092,3170,11252,1058
2021-03-06,Asturias,44543,1852,7494,613
2021-03-06,Baleares,56519,817,4406,699
2021-03-06,Canarias,41444,621,4236,822
2021-03-06,Cantabria,25004,529,2667,358
2021-03-06,Castilla La Mancha,174100,5789,22994,1758
2021-03-06,Castilla y León,201777,6445,24736,1932
2021-03-06,Cataluña,517065,13774,37593,3178
2021-03-06,Ceuta,4752,87,276,38
2021-03-06,Galicia,113609,2268,12248,1630
2021-03-06,Valenciana,384152,7227,34579,3353
2021-03-06,Extremadura,68669,1727,5561,485
2021-03-06,Madrid,606475,15167,83615,7031
2021-03-06,Melilla,7145,72,503,78
2021-03-06,Murcia,107236,1534,8462,1088
2021-03-06,Navarra,71777,1468,7782,749
2021-03-06,País Vasco,154540,3858,15040,1397
2021-03-06,La Rioja,27383,730,3115,336
2021-03-07,Andalucía,480389,9010,39266,4159
2021-03-07,Aragón,104132,3171,11268,1062
2021-03-07,Asturias,44670,1852,7505,615
2021-03-07,Baleares,56544,817,4406,699
2021-03-07,Canarias,41569,624,4254,826
2021-03-07,Cantabria,25048,531,2669,359
2021-03-07,Castilla La Mancha,174152,5792,23007,1760
2021-03-07,Castilla y León,201886,6451,24762,1937
2021-03-07,Cataluña,517488,13790,37643,3180
2021-03-07,Ceuta,4758,87,277,39
2021-03-07,Galicia,113690,2273,12266,1636
2021-03-07,Valenciana,384242,7237,34595,3354
2021-03-07,Extremadura,68683,1729,5566,485
2021-03-07,Madrid,606770,15189,83715,7046
2021-03-07,Melilla,7158,73,504,79
2021-03-07,Murcia,107254,1536,8467,1088
2021-03-07,Navarra,71831,1468,7787,750
2021-03-07,País Vasco,154745,3867,15055,1401
2021-03-07,La Rioja,27391,730,3119,336
2021-03-08,Andalucía,481176,9030,39372,4168
2021-03-08,Aragón,104237,3176,11286,1064
2021-03-08,Asturias,44775,1855,7524,616
2021-03-08,Baleares,56581,818,4410,699
2021-03-08,Canarias,41768,625,4268,831
2021-03-08,Cantabria,25075,533,2681,361
2021-03-08,Castilla La Mancha,174273,5795,23027,1762
2021-03-08,Castilla y León,202076,6459,24795,1938
2021-03-08,Cataluña,518898,13817,37728,3183
2021-03-08,Ceuta,4773,87,278,39
2021-03-08,Galicia,113861,2277,12281,1639
2021-03-08,Valenciana,384384,7247,34613,3357
2021-03-08,Extremadura,68724,1731,5570,485
2021-03-08,Madrid,608071,15216,83848,7057
2021-03-08,Melilla,7189,74,507,81
2021-03-08,Murcia,107361,1538,8477,1089
2021-03-08,Navarra,71892,1471,7793,751
2021-03-08,País Vasco,155031,3872,15089,1407
2021-03-08,La Rioja,27404,730,3123,336
2021-03-09,Andalucía,482227,9055,39460,4183
2021-03-09,Aragón,104404,3181,11300,1065
2021-03-09,Asturias,44879,1856,7540,618
2021-03-09,Baleares,56621,820,4414,701
2021-03-09,Canarias,41970,628,4277,835
2021-03-09,Cantabria,25123,534,2686,361
2021-03-09,Castilla La Mancha,174413,5800,23044,1763
2021-03-09,Castilla y León,202298,6470,24819,1939
2021-03-09,Cataluña,520198,13835,37812,3189
2021-03-09,Ceuta,4788,87,280,39
2021-03-09,Galicia,114014,2278,12306,1642
2021-03-09,Valenciana,384571,7259,34635,3360
2021-03-09,Extremadura,68779,1731,5573,485
2021-03-09,Madrid,609613,15241,84002,7067
2021-03-09,Melilla,7227,74,508,81
2021-03-09,Murcia,107426,1541,8485,1091
2021-03-09,Navarra,71959,1472,7800,751
2021-03-09,País Vasco,155315,3880,15110,1408
2021-03-09,La Rioja,27422,731,3124,337
2021-03-10,Andalucía,483208,9070,39529,4195
2021-03-10,Aragón,104544,3183,11320,1068
2021-03-10,Asturias,44981,1862,7566,618
2021-03-10,Baleares,56664,820,4417,701
2021-03-10,Canarias,42201,629,4292,841
2021-03-10,Cantabria,25167,535,2694,361
2021-03-10,Castilla La Mancha,174606,5800,23062,1766
2021-03-10,Castilla y León,202491,6473,24848,1940
2021-03-10,Cataluña,521465,13860,37878,3192
2021-03-10,Ceuta,4802,88,280,39
2021-03-10,Galicia,114174,2281,12319,1644
2021-03-10,Valenciana,384731,7266,34653,3365
2021-03-10,Extremadura,68839,1733,5576,485
2021-03-10,Madrid,611006,15265,84135,7077
2021-03-10,Melilla,7251,74,508,81
2021-03-10,Murcia,107520,1542,8496,1092
2021-03-10,Navarra,72047,1474,7804,753
2021-03-10,País Vasco,155648,3892,15129,1415
2021-03-10,La Rioja,27446,732,3126,337
2021-03-11,Andalucía,484126,9095,39608,4204
2021-03-11,Aragón,104698,3184,11331,1071
2021-03-11,Asturias,45125,1864,7592,620
2021-03-11,Baleares,56705,823,4423,701
2021-03-11,Canarias,42439,633,4312,844
2021-03-11,Cantabria,25206,536,2700,361
2021-03-11,Castilla La Mancha,174757,5800,23078,1768
2021-03-11,Castilla y León,202704,6483,24876,1942
2021-03-11,Cataluña,522647,13874,37927,3197
2021-03-11,Ceuta,4808,88,281,39
2021-03-11,Galicia,114377,2284,12340,1650
2021-03-11,Valenciana,384900,7273,34668,3367
2021-03-11,Extremadura,68909,1733,5579,485
2021-03-11,Madrid,612327,15283,84254,7088
2021-03-11,Melilla,7293,74,511,81
2021-03-11,Murcia,107592,1543,8507,1095
2021-03-11,Navarra,72121,1475,7814,753
2021-03-11,País Vasco,155987,3898,15160,1418
2021-03-11,La Rioja,27466,733,3129,338
2021-03-12,Andalucía,485068,9111,39694,4212
2021-03-12,Aragón,104813,3191,11351,1072
2021-03-12,Asturias,45285,1867,7606,620
2021-03-12,Baleares,56747,823,4425,701
2021-03-12,Canarias,42686,633,4328,847
2021-03-12,Cantabria,25251,536,2705,362
2021-03-12,Castilla La Mancha,174899,5805,23091,1770
2021-03-12,Castilla y León,202921,6491,24904,1942
2021-03-12,Cataluña,524001,13895,37982,3201
2021-03-12,Ceuta,4827,88,284,39
2021-03-12,Galicia,114546,2290,12362,1656
2021-03-12,Valenciana,385077,7279,34682,3370
2021-03-12,Extremadura,69008,1734,5582,486
2021-03-12,Madrid,613976,15308,84403,7098
2021-03-12,Melilla,7321,74,513,81
2021-03-12,Murcia,107653,1545,8518,1096
2021-03-12,Navarra,72187,1476,7822,753
2021-03-12,País Vasco,156293,3903,15193,1421
2021-03-12,La Rioja,27490,735,3131,338
2021-03-13,Andalucía,485592,9123,39756,4222
2021-03-13,Aragón,104916,3192,11362,1073
2021-03-13,Asturias,45382,1871,7611,622
2021-03-13,Baleares,56767,824,4427,703
2021-03-13,Canarias,42853,634,4342,852
2021-03-13,Cantabria,25297,537,2713,362
2021-03-13,Castilla La Mancha,174974,5810,23102,1770
2021-03-13,Castilla y León,203051,6502,24922,1944
2021-03-13,Cataluña,524538,13914,38047,3204
2021-03-13,Ceuta,4834,88,285,39
2021-03-13,Galicia,114671,2296,12384,1659
2021-03-13,Valenciana,385186,7280,34695,3373
2021-03-13,Extremadura,69052,1734,5586,486
2021-03-13,Madrid,614410,15326,84507,7105
2021-03-13,Melilla,7338,74,516,81
2021-03-13,Murcia,107721,1546,8528,1100
2021-03-13,Navarra,72246,1477,7825,756
2021-03-13,País Vasco,156571,3909,15220,1422
2021-03-13,La Rioja,27495,735,3132,340
2021-03-14,Andalucía,485931,9148,39818,4235
2021-03-14,Aragón,104958,3193,11368,1074
2021-03-14,Asturias,45486,1874,7631,623
2021-03-14,Baleares,56790,824,4428,703
2021-03-14,Canarias,42978,637,4361,854
2021-03-14,Cantabria,25323,537,2718,362
2021-03-14,Castilla La Mancha,175023,5814,23113,1771
2021-03-14,Castilla y León,203130,6510,24940,1948
2021-03-14,Cataluña,524905,13927,38083,3209
2021-03-14,Ceuta,4844,88,288,39
2021-03-14,Galicia,114784,2297,12396,1660
2021-03-14,Valenciana,385243,7286,34704,3375
2021-03-14,Extremadura,69072,1734,5588,486
2021-03-14,Madrid,614719,15337,84593,7115
2021-03-14,Melilla,7349,76,522,83
2021-03-14,Murcia,107742,1546,8534,1101
2021-03-14,Navarra,72296,1477,7831,757
2021-03-14,País Vasco,156805,3912,15228,1424
2021-03-14,La Rioja,27508,736,3134,340
2021-03-15,Andalucía,486667,9169,39904,4250
2021-03-15,Aragón,105058,3197,11379,1076
2021-03-15,Asturias,45597,1876,7651,627
2021-03-15,Baleares,56824,825,4431,703
2021-03-15,Canarias,43219,641,4374,859
2021-03-15,Cantabria,25377,537,2723,363
2021-03-15,Castilla La Mancha,175165,5820,23122,1774
2021-03-15,Castilla y León,203358,6518,24977,1952
2021-03-15,Cataluña,526548,13944,38140,3212
2021-03-15,Ceuta,4862,89,296,39
2021-03-15,Galicia,114928,2300,12413,1661
2021-03-15,Valenciana,385370,7297,34719,3377
2021-03-15,Extremadura,69178,1736,5593,487
2021-03-15,Madrid,616083,15362,84730,7129
2021-03-15,Melilla,7399,76,522,84
2021-03-15,Murcia,107823,1546,8539,1102
2021-03-15,Navarra,72383,1478,7837,757
2021-03-15,País Vasco,157153,3913,15252,1428
2021-03-15,La Rioja,27514,737,3142,340
2021-03-16,Andalucía,487669,9192,39983,4257
2021-03-16,Aragón,105199,3201,11392,1078
2021-03-16,Asturias,45744,1880,7663,627
2021-03-16,Baleares,56867,825,4433,703
2021-03-16,Canarias,43458,646,4390,864
2021-03-16,Cantabria,25419,537,2729,366
2021-03-16,Castilla La Mancha,175321,5825,23133,1774
2021-03-16,Castilla y León,203577,6529,25000,1957
2021-03-16,Cataluña,528052,13967,38202,3214
2021-03-16,Ceuta,4879,89,300,39
2021-03-16,Galicia,115097,2304,12437,1663
2021-03-16,Valenciana,385495,7298,34734,3380
2021-03-16,Extremadura,69309,1736,5595,487
2021-03-16,Madrid,617717,15388,84861,7151
2021-03-16,Melilla,7448,76,523,85
2021-03-16,Murcia,107880,1547,8548,1102
2021-03-16,Navarra,72493,1480,7846,759
2021-03-16,País Vasco,157496,3918,15278,1431
2021-03-16,La Rioja,27524,737,3143,340
2021-03-17,Andalucía,488574,9214,40081,4272
2021-03-17,Aragón,105317,3204,11405,1080
2021-03-17,Asturias,45876,1883,7691,631
2021-03-17,Baleares,56932,826,4436,704
2021-03-17,Canarias,43684,648,4408,869
2021-03-17,Cantabria,25467,538,2740,367
2021-03-17,Castilla La Mancha,175471,5827,23152,1774
2021-03-17,Castilla y León,203813,6538,25035,1961
2021-03-17,Cataluña,529410,13982,38262,3217
2021-03-17,Ceuta,4914,89,301,39
2021-03-17,Galicia,115300,2308,12449,1665
2021-03-17,Valenciana,385651,7305,34747,3384
2021-03-17,Extremadura,69386,1736,5605,487
2021-03-17,Madrid,619297,15408,85009,7166
2021-03-17,Melilla,7496,77,526,86
2021-03-17,Murcia,107943,1547,8555,1103
2021-03-17,Navarra,72573,1480,7854,761
2021-03-17,País Vasco,157880,3923,15297,1434
2021-03-17,La Rioja,27545,738,3147,340
2021-03-18,Andalucía,489607,9230,40164,4285
2021-03-18,Aragón,105522,3212,11423,1082
2021-03-18,Asturias,46014,1884,7707,637
2021-03-18,Baleares,56982,827,4437,704
2021-03-18,Canarias,43898,650,4428,874
2021-03-18,Cantabria,25504,538,2747,368
2021-03-18,Castilla La Mancha,175651,5829,23177,1774
2021-03-18,Castilla y León,204029,6542,25064,1964
2021-03-18,Cataluña,530789,13990,38319,3221
2021-03-18,Ceuta,4927,89,302,39
2021-03-18,Galicia,115497,2310,12471,1671
2021-03-18,Valenciana,385779,7309,34758,3384
2021-03-18,Extremadura,69459,1736,5610,487
2021-03-18,Madrid,621143,15424,85123,7177
2021-03-18,Melilla,7535,77,528,86
2021-03-18,Murcia,108028,1549,8560,1103
2021-03-18,Navarra,72709,1480,7861,763
2021-03-18,País Vasco,158299,3929,15312,1437
2021-03-18,La Rioja,27586,738,3148,340
2021-03-19,Andalucía,490620,9241,40242,4300
2021-03-19,Aragón,105691,3217,11438,1083
2021-03-19,Asturias,46157,1890,7727,638
2021-03-19,Baleares,57049,827,4439,704
2021-03-19,Canarias,44125,653,4441,877
2021-03-19,Cantabria,25542,539,2753,369
2021-03-19,Castilla La Mancha,175816,5831,23195,1777
2021-03-19,Castilla y León,204247,6551,25093,1967
2021-03-19,Cataluña,532214,14001,38377,3226
2021-03-19,Ceuta,4943,89,305,40
2021-03-19,Galicia,115657,2313,12489,1673
2021-03-19,Valenciana,385860,7312,34772,3384
2021-03-19,Extremadura,69512,1736,5617,488
2021-03-19,Madrid,621594,15438,85242,7191
2021-03-19,Melilla,7573,77,531,88
2021-03-19,Murcia,108046,1549,8565,1105
2021-03-19,Navarra,72823,1481,7867,764
2021-03-19,País Vasco,158600,3930,15335,1437
2021-03-19,La Rioja,27617,738,3150,340
2021-03-20,Andalucía,491109,9251,40304,4309
2021-03-20,Aragón,105798,3219,11441,1084
2021-03-20,Asturias,46225,1893,7741,638
2021-03-20,Baleares,57088,827,4439,704
2021-03-20,Canarias,44350,657,4466,885
2021-03-20,Cantabria,25596,539,2758,371
2021-03-20,Castilla La Mancha,175890,5834,23198,1778
2021-03-20,Castilla y León,204381,6560,25119,1968
2021-03-20,Cataluña,532774,14016,38418,3233
2021-03-20,Ceuta,4971,90,305,40
2021-03-20,Galicia,115751,2314,12501,1675
2021-03-20,Valenciana,385923,7313,34795,3386
2021-03-20,Extremadura,69542,1738,5618,488
2021-03-20,Madrid,622109,15451,85336,7201
2021-03-20,Melilla,7594,77,531,88
2021-03-20,Murcia,108116,1549,8569,1105
2021-03-20,Navarra,72929,1482,7873,765
2021-03-20,País Vasco,158869,3934,15360,1437
2021-03-20,La Rioja,27631,739,3150,340
2021-03-21,Andalucía,491421,9263,40347,4314
2021-03-21,Aragón,105839,3220,11452,1086
2021-03-21,Asturias,46290,1894,7754,638
2021-03-21,Baleares,57118,827,4441,704
2021-03-21,Canarias,44504,660,4486,890
2021-03-21,Cantabria,25612,539,2761,373
2021-03-21,Castilla La Mancha,175967,5836,23210,1778
2021-03-21,Castilla y León,204486,6564,25135,1970
2021-03-21,Cataluña,533232,14035,38470,3236
2021-03-21,Ceuta,4976,92,305,40
2021-03-21,Galicia,115843,2316,12510,1676
2021-03-21,Valenciana,385983,7314,34809,3387
2021-03-21,Extremadura,69599,1738,5622,489
2021-03-21,Madrid,622501,15463,85436,7223
2021-03-21,Melilla,7606,78,533,89
2021-03-21,Murcia,108150,1550,8573,1105
2021-03-21,Navarra,73001,1483,7884,768
2021-03-21,País Vasco,159185,3938,15384,1438
2021-03-21,La Rioja,27649,740,3155,341
2021-03-22,Andalucía,492309,9272,40441,4330
2021-03-22,Aragón,105940,3221,11466,1088
2021-03-22,Asturias,46407,1896,7768,640
2021-03-22,Baleares,57158,827,4443,706
2021-03-22,Canarias,44737,661,4505,897
2021-03-22,Cantabria,25664,539,2767,373
2021-03-22,Castilla La Mancha,176132,5842,23223,1780
2021-03-22,Castilla y León,204687,6567,25170,1972
2021-03-22,Cataluña,534967,14054,38554,3247
2021-03-22,Ceuta,4991,93,307,40
2021-03-22,Galicia,115972,2318,12535,1678
2021-03-22,Valenciana,386095,7316,34828,3387
2021-03-22,Extremadura,69677,1738,5627,489
2021-03-22,Madrid,624183,15480,85578,7238
2021-03-22,Melilla,7639,78,538,89
2021-03-22,Murcia,108216,1551,8578,1107
2021-03-22,Navarra,73134,1483,7897,769
2021-03-22,País Vasco,159586,3947,15416,1439
2021-03-22,La Rioja,27666,740,3155,341
2021-03-23,Andalucía,493488,9290,40511,4342
2021-03-23,Aragón,106075,3221,11478,1089
2021-03-23,Asturias,46533,1900,7783,642
2021-03-23,Baleares,57213,827,4445,706
2021-03-23,Canarias,44968,661,4520,902
2021-03-23,Cantabria,25714,539,2771,375
2021-03-23,Castilla La Mancha,176331,5844,23240,1781
2021-03-23,Castilla y León,204921,6575,25202,1973
2021-03-23,Cataluña,536797,14075,38628,3251
2021-03-23,Ceuta,5003,93,308,40
2021-03-23,Galicia,116146,2324,12549,1679
2021-03-23,Valenciana,386297,7319,34844,3388
2021-03-23,Extremadura,69787,1739,5634,489
2021-03-23,Madrid,626263,15505,85725,7257
2021-03-23,Melilla,7673,78,539,89
2021-03-23,Murcia,108311,1554,8581,1107
2021-03-23,Navarra,73332,1483,7903,771
2021-03-23,País Vasco,160044,3950,15457,1443
2021-03-23,La Rioja,27709,742,3159,343
2021-03-24,Andalucía,494584,9297,40587,4356
2021-03-24,Aragón,106243,3223,11494,1089
2021-03-24,Asturias,46646,1903,7799,645
2021-03-24,Baleares,57263,827,4446,706
2021-03-24,Canarias,45228,665,4534,908
2021-03-24,Cantabria,25764,540,2781,375
2021-03-24,Castilla La Mancha,176534,5846,23262,1784
2021-03-24,Castilla y León,205177,6581,25230,1979
2021-03-24,Cataluña,538474,14086,38693,3259
2021-03-24,Ceuta,5014,93,311,42
2021-03-24,Galicia,116278,2325,12563,1682
2021-03-24,Valenciana,386442,7322,34859,3391
2021-03-24,Extremadura,69862,1739,5641,490
2021-03-24,Madrid,628208,15522,85893,7274
2021-03-24,Melilla,7700,78,542,89
2021-03-24,Murcia,108372,1555,8586,1109
2021-03-24,Navarra,73513,1483,7913,772
2021-03-24,País Vasco,160535,3957,15487,1445
2021-03-24,La Rioja,27751,742,3164,344
2021-03-25,Andalucía,495949,9314,40677,4370
2021-03-25,Aragón,106390,3229,11508,1094
2021-03-25,Asturias,46813,1904,7814,646
2021-03-25,Baleares,57312,827,4450,706
2021-03-25,Canarias,45431,667,4549,909
2021-03-25,Cantabria,25840,541,2788,375
2021-03-25,Castilla La Mancha,176769,5849,23281,1787
2021-03-25,Castilla y León,205498,6587,25264,1984
2021-03-25,Cataluña,540088,14095,38763,3264
2021-03-25,Ceuta,5030,93,312,42
2021-03-25,Galicia,116413,2326,12578,1683
2021-03-25,Valenciana,386594,7327,34874,3395
2021-03-25,Extremadura,69926,1739,5650,490
2021-03-25,Madrid,630124,15533,86041,7294
2021-03-25,Melilla,7729,78,549,92
2021-03-25,Murcia,108469,1555,8595,1109
2021-03-25,Navarra,73744,1484,7925,775
2021-03-25,País Vasco,161054,3965,15517,1457
2021-03-25,La Rioja,27798,743,3167,344
2021-03-26,Andalucía,497286,9325,40751,4384
2021-03-26,Aragón,106561,3233,11519,1095
2021-03-26,Asturias,46930,1910,7834,647
2021-03-26,Baleares,57373,828,4451,706
2021-03-26,Canarias,45614,671,4572,917
2021-03-26,Cantabria,25882,542,2798,376
2021-03-26,Castilla La Mancha,177005,5856,23317,1789
2021-03-26,Castilla y León,205795,6594,25299,1987
2021-03-26,Cataluña,541896,14109,38846,3270
2021-03-26,Ceuta,5056,93,312,42
2021-03-26,Galicia,116553,2328,12594,1685
2021-03-26,Valenciana,386781,7329,34886,3397
2021-03-26,Extremadura,70014,1740,5661,492
2021-03-26,Madrid,632285,15548,86181,7313
2021-03-26,Melilla,7764,79,556,92
2021-03-26,Murcia,108525,1556,8600,1109
2021-03-26,Navarra,73921,1486,7934,780
2021-03-26,País Vasco,161600,3975,15576,1462
2021-03-26,La Rioja,27847,743,3172,345
2021-03-27,Andalucía,498084,9339,40824,4394
2021-03-27,Aragón,106667,3235,11528,1099
2021-03-27,Asturias,47020,1914,7845,647
2021-03-27,Baleares,57448,828,4453,706
2021-03-27,Canarias,45776,674,4589,920
2021-03-27,Cantabria,25911,542,2806,379
2021-03-27,Castilla La Mancha,177140,5858,23334,1792
2021-03-27,Castilla y León,205987,6600,25322,1990
2021-03-27,Cataluña,542725,14116,38901,3276
2021-03-27,Ceuta,5065,93,312,42
2021-03-27,Galicia,116668,2329,12608,1687
2021-03-27,Valenciana,386924,7330,34900,3399
2021-03-27,Extremadura,70104,1740,5665,493
2021-03-27,Madrid,632951,15564,86323,7335
2021-03-27,Melilla,7775,79,559,93
2021-03-27,Murcia,108598,1559,8606,1110
2021-03-27,Navarra,74064,1488,7946,780
2021-03-27,País Vasco,162040,3980,15607,1466
2021-03-27,La Rioja,27890,744,3174,345
2021-03-28,Andalucía,498463,9356,40879,4401
2021-03-28,Aragón,106742,3237,11538,1101
2021-03-28,Asturias,47134,1917,7855,648
2021-03-28,Baleares,57497,828,4456,706
2021-03-28,Canarias,45881,674,4603,922
2021-03-28,Cantabria,25976,542,2813,383
2021-03-28,Castilla La Mancha,177244,5862,23346,1792
2021-03-28,Castilla y León,206140,6604,25347,1992
2021-03-28,Cataluña,543359,14132,38952,3283
2021-03-28,Ceuta,5075,93,315,42
2021-03-28,Galicia,116800,2330,12621,1689
2021-03-28,Valenciana,386972,7332,34907,3401
2021-03-28,Extremadura,70180,1740,5670,494
2021-03-28,Madrid,633439,15579,86414,7348
2021-03-28,Melilla,7787,79,561,94
2021-03-28,Murcia,108627,1560,8613,1111
2021-03-28,Navarra,74224,1489,7957,783
2021-03-28,País Vasco,162368,3988,15626,1469
2021-03-28,La Rioja,27908,744,3177,345
2021-03-29,Andalucía,499595,9367,40982,4425
2021-03-29,Aragón,106864,3241,11554,1103
2021-03-29,Asturias,47259,1920,7879,650
2021-03-29,Baleares,57564,828,4458,706
2021-03-29,Canarias,46079,679,4625,930
2021-03-29,Cantabria,26037,542,2822,383
2021-03-29,Castilla La Mancha,177490,5865,23369,1795
2021-03-29,Castilla y León,206502,6610,25377,1998
2021-03-29,Cataluña,545410,14155,39028,3288
2021-03-29,Ceuta,5101,95,316,42
2021-03-29,Galicia,116918,2336,12644,1692
2021-03-29,Valenciana,387095,7335,34924,3403
2021-03-29,Extremadura,70283,1741,5676,495
2021-03-29,Madrid,635311,15598,86588,7369
2021-03-29,Melilla,7828,79,562,94
2021-03-29,Murcia,108746,1561,8619,1111
2021-03-29,Navarra,74430,1489,7975,783
2021-03-29,País Vasco,162789,3990,15663,1469
2021-03-29,La Rioja,27956,744,3181,345
2021-03-30,Andalucía,501006,9385,41084,4441
2021-03-30,Aragón,107087,3245,11577,1103
2021-03-30,Asturias,47411,1922,7898,651
2021-03-30,Baleares,57609,830,4461,706
2021-03-30,Canarias,46316,681,4647,935
2021-03-30,Cantabria,26103,542,2831,384
2021-03-30,Castilla La Mancha,177785,5865,23396,1800
2021-03-30,Castilla y León,206812,6618,25416,2001
2021-03-30,Cataluña,547258,14170,39091,3292
2021-03-30,Ceuta,5127,95,318,43
2021-03-30,Galicia,117101,2337,12660,1697
2021-03-30,Valenciana,387305,7338,34943,3404
2021-03-30,Extremadura,70393,1742,5680,496
2021-03-30,Madrid,637538,15618,86760,7383
2021-03-30,Melilla,7864,79,563,94
2021-03-30,Murcia,108855,1563,8624,1112
2021-03-30,Navarra,74613,1489,7987,784
2021-03-30,País Vasco,163352,3996,15702,1473
2021-03-30,La Rioja,28005,744,3186,347
2021-03-31,Andalucía,502699,9395,41179,4454
2021-03-31,Aragón,107275,3248,11593,1106
2021-03-31,Asturias,47548,1924,7919,653
2021-03-31,Baleares,57659,830,4465,706
2021-03-31,Canarias,46561,682,4669,941
2021-03-31,Cantabria,26167,543,2842,384
2021-03-31,Castilla La Mancha,178179,5866,23428,1803
2021-03-31,Castilla y León,207237,6622,25459,2004
2021-03-31,Cataluña,548983,14192,39166,3308
2021-03-31,Ceuta,5161,96,318,43
2021-03-31,Galicia,117268,2339,12687,1699
2021-03-31,Valenciana,387500,7339,34961,3409
2021-03-31,Extremadura,70476,1743,5686,496
2021-03-31,Madrid,640232,15640,86944,7408
2021-03-31,Melilla,7905,80,570,94
2021-03-31,Murcia,108953,1566,8633,1113
2021-03-31,Navarra,74812,1489,8003,785
2021-03-31,País Vasco,163920,4004,15743,1481
2021-03-31,La Rioja,28072,744,3189,347
2021-04-01,Andalucía,503667,9411,41271,4475
2021-04-01,Aragón,107430,3249,11602,1106
2021-04-01,Asturias,47643,1928,7932,656
2021-04-01,Baleares,57704,831,4467,706
2021-04-01,Canarias,46798,686,4675,942
2021-04-01,Cantabria,26221,543,2850,385
2021-04-01,Castilla La Mancha,178370,5869,23449,1805
2021-04-01,Castilla y León,207475,6629,25501,2007
2021-04-01,Cataluña,550736,14211,39245,3314
2021-04-01,Ceuta,5184,96,319,43
2021-04-01,Galicia,117403,2339,12699,1699
2021-04-01,Valenciana,387690,7339,34979,3413
2021-04-01,Extremadura,70626,1743,5696,497
2021-04-01,Madrid,640968,15656,87117,7425
2021-04-01,Melilla,7922,81,574,95
2021-04-01,Murcia,108992,1569,8641,1114
2021-04-01,Navarra,74993,1490,8019,786
2021-04-01,País Vasco,164416,4008,15776,1489
2021-04-01,La Rioja,28111,744,3192,347
2021-04-02,Andalucía,504338,9420,41388,4490
2021-04-02,Aragón,107521,3250,11614,1111
2021-04-02,Asturias,47780,1931,7944,659
2021-04-02,Baleares,57745,831,4470,707
2021-04-02,Canarias,46913,687,4696,949
2021-04-02,Cantabria,26293,544,2857,389
2021-04-02,Castilla La Mancha,178493,5871,23482,1808
2021-04-02,Castilla y León,207677,6635,25531,2014
2021-04-02,Cataluña,551356,14233,39301,3321
2021-04-02,Ceuta,5209,96,319,43
2021-04-02,Galicia,117500,2342,12711,1700
2021-04-02,Valenciana,387829,7341,34994,3414
2021-04-02,Extremadura,70726,1744,5700,497
2021-04-02,Madrid,641659,15670,87253,7443
2021-04-02,Melilla,7937,82,578,96
2021-04-02,Murcia,109017,1570,8649,1114
2021-04-02,Navarra,75205,1490,8036,791
2021-04-02,País Vasco,164882,4011,15801,1493
2021-04-02,La Rioja,28158,745,3199,348
2021-04-03,Andalucía,505182,9435,41494,4506
2021-04-03,Aragón,107660,3255,11625,1112
2021-04-03,Asturias,47854,1933,7956,663
2021-04-03,Baleares,57794,831,4471,707
2021-04-03,Canarias,47046,689,4713,950
2021-04-03,Cantabria,26353,544,2862,389
2021-04-03,Castilla La Mancha,178626,5876,23508,1810
